Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Week,Week_low,Week_high,Week_close,PP,R1,S1,R2,S2,R3,S3,Candle_Color,Previous_close,Next_close_1,Next_close_2,Next_close_3,Next_close_4,Candle_Size,Breakout_R1,20day_avg_movement,25day_avg_movement,30day_avg_movement,35day_avg_movement,40day_avg_movement,20day_%_movement,25day_%_movement,30day_%_movement,35day_%_movement,40day_%_movement
2023-01-30,2152.16,2189.26,2123.82,2178.05,2170.38,10886051.0,RELIANCE.NS,2023-01-30,2116.44,2203.8,2149.67,2189.106666666667,2244.563333333334,2101.913333333334,2331.756666666667,2046.456666666667,2387.213333333334,6797.163333333334,Red,2157.37,2172.6,2159.73,2147.77,2149.67,25.890000000000327,False,2187.0465,2185.016,2164.3023333333335,2151.398,2147.16775,1.7387087320379337,1.644252373620137,0.6806781195873535,0.08038443109872982,-0.11640158722036423
2023-01-31,2198.59,2203.8,2160.74,2172.6,2164.96,11345797.0,RELIANCE.NS,2023-01-30,2116.44,2203.8,2149.67,2189.106666666667,2244.563333333334,2101.913333333334,2331.756666666667,2046.456666666667,2387.213333333334,6797.163333333334,Green,2178.05,2159.73,2147.77,2149.67,2133.47,-25.990000000000236,False,2191.5345,2183.7052000000003,2163.0176666666666,2149.7245714285714,2147.86,2.721599085058633,2.354624156889974,1.3849581511184517,0.7618842275059683,0.6744880406099139
2023-02-01,2196.69,2196.69,2127.51,2159.73,2152.12,9673900.0,RELIANCE.NS,2023-01-30,2116.44,2203.8,2149.67,2189.106666666667,2244.563333333334,2101.913333333334,2331.756666666667,2046.456666666667,2387.213333333334,6797.163333333334,Green,2172.6,2147.77,2149.67,2133.47,2128.34,-36.960000000000036,False,2196.678,2181.1636,2162.1163333333334,2147.847142857143,2148.2975,3.2108591672383042,2.481915483428386,1.5869801504145595,0.9165426039609625,0.9377026227012593
2023-02-02,2139.51,2167.2,2133.05,2147.77,2140.21,6831331.0,RELIANCE.NS,2023-01-30,2116.44,2203.8,2149.67,2189.106666666667,2244.563333333334,2101.913333333334,2331.756666666667,2046.456666666667,2387.213333333334,6797.163333333334,Red,2159.73,2149.67,2133.47,2128.34,2170.85,8.259999999999764,False,2197.0150000000003,2176.5096,2158.912,2147.296,2147.9375,1.2052882511458838,0.2607089388949008,-0.549922841283373,-1.0850127830112668,-1.0554621461639409
2023-02-03,2168.13,2168.13,2116.44,2149.67,2142.1,12349787.0,RELIANCE.NS,2023-01-30,2116.44,2203.8,2149.67,2189.106666666667,2244.563333333334,2101.913333333334,2331.756666666667,2046.456666666667,2387.213333333334,6797.163333333334,Green,2147.77,2133.47,2128.34,2170.85,2174.63,-18.460000000000036,False,2195.476,2171.6012,2154.212666666667,2146.6474285714285,2147.72075,0.9585998537682274,-0.1392788658300514,-0.9388876881737729,-1.2867739076795428,-1.2374173997415723
2023-02-06,2136.74,2142.28,2128.25,2133.47,2125.96,7418939.0,RELIANCE.NS,2023-02-06,2116.44,2188.29,2156.73,2156.6366666666668,2196.8333333333335,2109.4733333333334,2243.996666666667,2069.2766666666666,2284.1933333333336,6604.433333333334,Green,2149.67,2128.34,2170.85,2174.63,2156.73,-3.269999999999982,False,2193.069,2166.602,2151.1636666666664,2146.3625714285713,2148.15575,1.6849118804857326,0.4577299893820665,-0.2580913388942362,-0.48070127329006035,-0.397557876971161
2023-02-07,2133.98,2148.19,2116.44,2128.34,2120.85,7567717.0,RELIANCE.NS,2023-02-06,2116.44,2188.29,2156.73,2156.6366666666668,2196.8333333333335,2109.4733333333334,2243.996666666667,2069.2766666666666,2284.1933333333336,6604.433333333334,Green,2133.47,2170.85,2174.63,2156.73,2144.45,-5.639999999999873,False,2190.8815000000004,2164.6212,2148.845333333333,2146.84,2149.1735,2.1651938725547626,0.9406234698873944,0.20496319957720552,0.1114504884702524,0.22026626874023916
2023-02-08,2134.9,2178.19,2129.36,2170.85,2163.21,10580166.0,RELIANCE.NS,2023-02-06,2116.44,2188.29,2156.73,2156.6366666666668,2196.8333333333335,2109.4733333333334,2243.996666666667,2069.2766666666666,2284.1933333333336,6604.433333333334,Red,2128.34,2174.63,2156.73,2144.45,2194.99,35.94999999999982,False,2184.372,2160.8736,2144.4333333333334,2145.4357142857143,2148.3022499999997,-0.4837379669155641,-1.5542849853530034,-2.3032754894858924,-2.257608723241813,-2.1270142460785726
2023-02-09,2172.23,2188.29,2154.28,2174.63,2166.98,6586381.0,RELIANCE.NS,2023-02-06,2116.44,2188.29,2156.73,2156.6366666666668,2196.8333333333335,2109.4733333333334,2243.996666666667,2069.2766666666666,2284.1933333333336,6604.433333333334,Red,2170.85,2156.73,2144.45,2194.99,2244.69,2.400000000000091,False,2174.8625,2154.0748000000003,2141.329,2142.9145714285714,2146.4574999999995,-3.1107858991664714,-4.0368692336135386,-4.604689288944125,-4.534052745431602,-4.376216760443559
2023-02-10,2173.57,2173.57,2142.56,2156.73,2149.14,5395222.0,RELIANCE.NS,2023-02-06,2116.44,2188.29,2156.73,2156.6366666666668,2196.8333333333335,2109.4733333333334,2243.996666666667,2069.2766666666666,2284.1933333333336,6604.433333333334,Green,2174.63,2144.45,2194.99,2244.69,2242.94,-16.840000000000146,False,2165.3115,2145.7032,2138.2953333333335,2140.7151428571433,2144.5190000000002,-3.4610154529323234,-4.335238570804396,-4.66551341840025,-4.557627807380348,-4.3880353464649
